country_iso_3,state_code,state_name,county_name,city_name,category,pest_name,starts_at,ends_at,source_url,reason,is_active,data_source,confidence,raw_organism,scraped_at
USA,IN,Indiana,,,trees,Spongy Moth,,,https://www.aphis.usda.gov/plant-pests-diseases/spongy-moth,USDA APHIS Spongy Moth — state mentioned in program page,true,USDA_APHIS,LOW,Spongy Moth,2026-04-05T06:52:51.824Z
USA,IN,Indiana,,,grapes,Spotted Lanternfly,,,https://www.aphis.usda.gov/plant-pests-diseases/slf,USDA APHIS Spotted Lanternfly — state mentioned in program page,true,USDA_APHIS,LOW,Spotted Lanternfly,2026-04-05T06:52:51.824Z
USA,KS,Kansas,,,trees,Asian Longhorned Beetle,,,https://www.aphis.usda.gov/plant-pests-diseases/alb,USDA APHIS Asian Longhorned Beetle — state mentioned in program page,true,USDA_APHIS,LOW,Asian Longhorned Beetle,2026-04-05T06:52:51.824Z
USA,KS,Kansas,,,citrus,Citrus Diseases,,,https://www.aphis.usda.gov/plant-pests-diseases/citrus-diseases,USDA APHIS Citrus Diseases — state mentioned in program page,true,USDA_APHIS,LOW,Citrus Diseases,2026-04-05T06:52:51.824Z
USA,KS,Kansas,,,ALL,Fruit Flies,,,https://www.aphis.usda.gov/plant-pests-diseases/fruit-flies,USDA APHIS Fruit Flies — state mentioned in program page,true,USDA_APHIS,LOW,Fruit Flies,2026-04-05T06:52:51.824Z
USA,KS,Kansas,,,plants,Imported Fire Ant,,,https://www.aphis.usda.gov/plant-pests-diseases/ifa,USDA APHIS Imported Fire Ant — state mentioned in program page,true,USDA_APHIS,LOW,Imported Fire Ant,2026-04-05T06:52:51.824Z
USA,KY,Kentucky,,,trees,Asian Longhorned Beetle,,,https://www.aphis.usda.gov/plant-pests-diseases/alb,USDA APHIS Asian Longhorned Beetle — state mentioned in program page,true,USDA_APHIS,LOW,Asian Longhorned Beetle,2026-04-05T06:52:51.824Z
USA,KY,Kentucky,,,citrus,Citrus Diseases,,,https://www.aphis.usda.gov/plant-pests-diseases/citrus-diseases,USDA APHIS Citrus Diseases — state mentioned in program page,true,USDA_APHIS,LOW,Citrus Diseases,2026-04-05T06:52:51.824Z
USA,KY,Kentucky,,,ALL,Fruit Flies,,,https://www.aphis.usda.gov/plant-pests-diseases/fruit-flies,USDA APHIS Fruit Flies — state mentioned in program page,true,USDA_APHIS,LOW,Fruit Flies,2026-04-05T06:52:51.824Z
USA,KY,Kentucky,,,plants,Imported Fire Ant,,,https://www.aphis.usda.gov/plant-pests-diseases/ifa,USDA APHIS Imported Fire Ant — state mentioned in program page,true,USDA_APHIS,LOW,Imported Fire Ant,2026-04-05T06:52:51.824Z
USA,KY,Kentucky,,,grapes,Spotted Lanternfly,,,https://www.aphis.usda.gov/plant-pests-diseases/slf,USDA APHIS Spotted Lanternfly — state mentioned in program page,true,USDA_APHIS,LOW,Spotted Lanternfly,2026-04-05T06:52:51.824Z
USA,LA,Louisiana,,,trees,Asian Longhorned Beetle,,,https://www.aphis.usda.gov/plant-pests-diseases/alb,USDA APHIS Asian Longhorned Beetle — state mentioned in program page,true,USDA_APHIS,LOW,Asian Longhorned Beetle,2026-04-05T06:52:51.824Z
USA,LA,Louisiana,,,citrus,Citrus Diseases,,,https://www.aphis.usda.gov/plant-pests-diseases/citrus-diseases,USDA APHIS Citrus Diseases — state mentioned in program page,true,USDA_APHIS,LOW,Citrus Diseases,2026-04-05T06:52:51.824Z
USA,LA,Louisiana,,,ALL,Fruit Flies,,,https://www.aphis.usda.gov/plant-pests-diseases/fruit-flies,USDA APHIS Fruit Flies — state mentioned in program page,true,USDA_APHIS,LOW,Fruit Flies,2026-04-05T06:52:51.824Z
USA,LA,Louisiana,,,plants,Imported Fire Ant,,,https://www.aphis.usda.gov/plant-pests-diseases/ifa,USDA APHIS Imported Fire Ant — state mentioned in program page,true,USDA_APHIS,LOW,Imported Fire Ant,2026-04-05T06:52:51.824Z
USA,MA,Massachusetts,,,trees,Asian Longhorned Beetle,,,https://www.aphis.usda.gov/plant-pests-diseases/alb,USDA APHIS Asian Longhorned Beetle — state mentioned in program page,true,USDA_APHIS,LOW,Asian Longhorned Beetle,2026-04-05T06:52:51.824Z
USA,MA,Massachusetts,,,citrus,Citrus Diseases,,,https://www.aphis.usda.gov/plant-pests-diseases/citrus-diseases,USDA APHIS Citrus Diseases — state mentioned in program page,true,USDA_APHIS,LOW,Citrus Diseases,2026-04-05T06:52:51.824Z
USA,MA,Massachusetts,,,ALL,Fruit Flies,,,https://www.aphis.usda.gov/plant-pests-diseases/fruit-flies,USDA APHIS Fruit Flies — state mentioned in program page,true,USDA_APHIS,LOW,Fruit Flies,2026-04-05T06:52:51.824Z
USA,MA,Massachusetts,,,plants,Imported Fire Ant,,,https://www.aphis.usda.gov/plant-pests-diseases/ifa,USDA APHIS Imported Fire Ant — state mentioned in program page,true,USDA_APHIS,LOW,Imported Fire Ant,2026-04-05T06:52:51.824Z
USA,MA,Massachusetts,,,trees,Spongy Moth,,,https://www.aphis.usda.gov/plant-pests-diseases/spongy-moth,USDA APHIS Spongy Moth — state mentioned in program page,true,USDA_APHIS,LOW,Spongy Moth,2026-04-05T06:52:51.824Z
USA,MA,Massachusetts,,,grapes,Spotted Lanternfly,,,https://www.aphis.usda.gov/plant-pests-diseases/slf,USDA APHIS Spotted Lanternfly — state mentioned in program page,true,USDA_APHIS,LOW,Spotted Lanternfly,2026-04-05T06:52:51.824Z
USA,MD,Maryland,,,trees,Asian Longhorned Beetle,,,https://www.aphis.usda.gov/plant-pests-diseases/alb,USDA APHIS Asian Longhorned Beetle — state mentioned in program page,true,USDA_APHIS,LOW,Asian Longhorned Beetle,2026-04-05T06:52:51.824Z
USA,MD,Maryland,,,citrus,Citrus Diseases,,,https://www.aphis.usda.gov/plant-pests-diseases/citrus-diseases,USDA APHIS Citrus Diseases — state mentioned in program page,true,USDA_APHIS,LOW,Citrus Diseases,2026-04-05T06:52:51.824Z
USA,MD,Maryland,,,ALL,Fruit Flies,,,https://www.aphis.usda.gov/plant-pests-diseases/fruit-flies,USDA APHIS Fruit Flies — state mentioned in program page,true,USDA_APHIS,LOW,Fruit Flies,2026-04-05T06:52:51.824Z
USA,MD,Maryland,,,plants,Imported Fire Ant,,,https://www.aphis.usda.gov/plant-pests-diseases/ifa,USDA APHIS Imported Fire Ant — state mentioned in program page,true,USDA_APHIS,LOW,Imported Fire Ant,2026-04-05T06:52:51.824Z
USA,MD,Maryland,,,trees,Spongy Moth,,,https://www.aphis.usda.gov/plant-pests-diseases/spongy-moth,USDA APHIS Spongy Moth — state mentioned in program page,true,USDA_APHIS,LOW,Spongy Moth,2026-04-05T06:52:51.824Z
USA,MD,Maryland,,,grapes,Spotted Lanternfly,,,https://www.aphis.usda.gov/plant-pests-diseases/slf,USDA APHIS Spotted Lanternfly — state mentioned in program page,true,USDA_APHIS,LOW,Spotted Lanternfly,2026-04-05T06:52:51.824Z
USA,ME,Maine,,,trees,Asian Longhorned Beetle,,,https://www.aphis.usda.gov/plant-pests-diseases/alb,USDA APHIS Asian Longhorned Beetle — state mentioned in program page,true,USDA_APHIS,LOW,Asian Longhorned Beetle,2026-04-05T06:52:51.824Z
USA,ME,Maine,,,citrus,Citrus Diseases,,,https://www.aphis.usda.gov/plant-pests-diseases/citrus-diseases,USDA APHIS Citrus Diseases — state mentioned in program page,true,USDA_APHIS,LOW,Citrus Diseases,2026-04-05T06:52:51.824Z
USA,ME,Maine,,,ALL,Fruit Flies,,,https://www.aphis.usda.gov/plant-pests-diseases/fruit-flies,USDA APHIS Fruit Flies — state mentioned in program page,true,USDA_APHIS,LOW,Fruit Flies,2026-04-05T06:52:51.824Z
USA,ME,Maine,,,plants,Imported Fire Ant,,,https://www.aphis.usda.gov/plant-pests-diseases/ifa,USDA APHIS Imported Fire Ant — state mentioned in program page,true,USDA_APHIS,LOW,Imported Fire Ant,2026-04-05T06:52:51.824Z
USA,ME,Maine,,,trees,Spongy Moth,,,https://www.aphis.usda.gov/plant-pests-diseases/spongy-moth,USDA APHIS Spongy Moth — state mentioned in program page,true,USDA_APHIS,LOW,Spongy Moth,2026-04-05T06:52:51.824Z
USA,MI,Michigan,,,trees,Asian Longhorned Beetle,,,https://www.aphis.usda.gov/plant-pests-diseases/alb,USDA APHIS Asian Longhorned Beetle — state mentioned in program page,true,USDA_APHIS,LOW,Asian Longhorned Beetle,2026-04-05T06:52:51.824Z
USA,MI,Michigan,,,citrus,Citrus Diseases,,,https://www.aphis.usda.gov/plant-pests-diseases/citrus-diseases,USDA APHIS Citrus Diseases — state mentioned in program page,true,USDA_APHIS,LOW,Citrus Diseases,2026-04-05T06:52:51.824Z
USA,MI,Michigan,,,trees,Emerald Ash Borer,,,https://www.aphis.usda.gov/plant-pests-diseases/eab,USDA APHIS Emerald Ash Borer — state mentioned in program page,true,USDA_APHIS,LOW,Emerald Ash Borer,2026-04-05T06:52:51.824Z
USA,MI,Michigan,,,ALL,Fruit Flies,,,https://www.aphis.usda.gov/plant-pests-diseases/fruit-flies,USDA APHIS Fruit Flies — state mentioned in program page,true,USDA_APHIS,LOW,Fruit Flies,2026-04-05T06:52:51.824Z
USA,MI,Michigan,,,plants,Imported Fire Ant,,,https://www.aphis.usda.gov/plant-pests-diseases/ifa,USDA APHIS Imported Fire Ant — state mentioned in program page,true,USDA_APHIS,LOW,Imported Fire Ant,2026-04-05T06:52:51.824Z
USA,MI,Michigan,,,trees,Spongy Moth,,,https://www.aphis.usda.gov/plant-pests-diseases/spongy-moth,USDA APHIS Spongy Moth — state mentioned in program page,true,USDA_APHIS,LOW,Spongy Moth,2026-04-05T06:52:51.824Z
USA,MI,Michigan,,,grapes,Spotted Lanternfly,,,https://www.aphis.usda.gov/plant-pests-diseases/slf,USDA APHIS Spotted Lanternfly — state mentioned in program page,true,USDA_APHIS,LOW,Spotted Lanternfly,2026-04-05T06:52:51.824Z
USA,MN,Minnesota,,,trees,Asian Longhorned Beetle,,,https://www.aphis.usda.gov/plant-pests-diseases/alb,USDA APHIS Asian Longhorned Beetle — state mentioned in program page,true,USDA_APHIS,LOW,Asian Longhorned Beetle,2026-04-05T06:52:51.824Z
USA,MN,Minnesota,,,citrus,Citrus Diseases,,,https://www.aphis.usda.gov/plant-pests-diseases/citrus-diseases,USDA APHIS Citrus Diseases — state mentioned in program page,true,USDA_APHIS,LOW,Citrus Diseases,2026-04-05T06:52:51.824Z
USA,MN,Minnesota,,,ALL,Fruit Flies,,,https://www.aphis.usda.gov/plant-pests-diseases/fruit-flies,USDA APHIS Fruit Flies — state mentioned in program page,true,USDA_APHIS,LOW,Fruit Flies,2026-04-05T06:52:51.824Z
USA,MN,Minnesota,,,plants,Imported Fire Ant,,,https://www.aphis.usda.gov/plant-pests-diseases/ifa,USDA APHIS Imported Fire Ant — state mentioned in program page,true,USDA_APHIS,LOW,Imported Fire Ant,2026-04-05T06:52:51.824Z
USA,MN,Minnesota,,,trees,Spongy Moth,,,https://www.aphis.usda.gov/plant-pests-diseases/spongy-moth,USDA APHIS Spongy Moth — state mentioned in program page,true,USDA_APHIS,LOW,Spongy Moth,2026-04-05T06:52:51.824Z
USA,MO,Missouri,,,trees,Asian Longhorned Beetle,,,https://www.aphis.usda.gov/plant-pests-diseases/alb,USDA APHIS Asian Longhorned Beetle — state mentioned in program page,true,USDA_APHIS,LOW,Asian Longhorned Beetle,2026-04-05T06:52:51.824Z
USA,MO,Missouri,,,citrus,Citrus Diseases,,,https://www.aphis.usda.gov/plant-pests-diseases/citrus-diseases,USDA APHIS Citrus Diseases — state mentioned in program page,true,USDA_APHIS,LOW,Citrus Diseases,2026-04-05T06:52:51.824Z
USA,MO,Missouri,,,ALL,Fruit Flies,,,https://www.aphis.usda.gov/plant-pests-diseases/fruit-flies,USDA APHIS Fruit Flies — state mentioned in program page,true,USDA_APHIS,LOW,Fruit Flies,2026-04-05T06:52:51.824Z
USA,MO,Missouri,,,plants,Imported Fire Ant,,,https://www.aphis.usda.gov/plant-pests-diseases/ifa,USDA APHIS Imported Fire Ant — state mentioned in program page,true,USDA_APHIS,LOW,Imported Fire Ant,2026-04-05T06:52:51.824Z
USA,MS,Mississippi,,,trees,Asian Longhorned Beetle,,,https://www.aphis.usda.gov/plant-pests-diseases/alb,USDA APHIS Asian Longhorned Beetle — state mentioned in program page,true,USDA_APHIS,LOW,Asian Longhorned Beetle,2026-04-05T06:52:51.824Z
USA,MS,Mississippi,,,citrus,Citrus Diseases,,,https://www.aphis.usda.gov/plant-pests-diseases/citrus-diseases,USDA APHIS Citrus Diseases — state mentioned in program page,true,USDA_APHIS,LOW,Citrus Diseases,2026-04-05T06:52:51.824Z
USA,MS,Mississippi,,,ALL,Fruit Flies,,,https://www.aphis.usda.gov/plant-pests-diseases/fruit-flies,USDA APHIS Fruit Flies — state mentioned in program page,true,USDA_APHIS,LOW,Fruit Flies,2026-04-05T06:52:51.824Z
USA,MS,Mississippi,,,plants,Imported Fire Ant,,,https://www.aphis.usda.gov/plant-pests-diseases/ifa,USDA APHIS Imported Fire Ant — state mentioned in program page,true,USDA_APHIS,LOW,Imported Fire Ant,2026-04-05T06:52:51.824Z
USA,MT,Montana,,,trees,Asian Longhorned Beetle,,,https://www.aphis.usda.gov/plant-pests-diseases/alb,USDA APHIS Asian Longhorned Beetle — state mentioned in program page,true,USDA_APHIS,LOW,Asian Longhorned Beetle,2026-04-05T06:52:51.824Z
USA,MT,Montana,,,citrus,Citrus Diseases,,,https://www.aphis.usda.gov/plant-pests-diseases/citrus-diseases,USDA APHIS Citrus Diseases — state mentioned in program page,true,USDA_APHIS,LOW,Citrus Diseases,2026-04-05T06:52:51.824Z
USA,MT,Montana,,,ALL,Fruit Flies,,,https://www.aphis.usda.gov/plant-pests-diseases/fruit-flies,USDA APHIS Fruit Flies — state mentioned in program page,true,USDA_APHIS,LOW,Fruit Flies,2026-04-05T06:52:51.824Z
USA,MT,Montana,,,plants,Imported Fire Ant,,,https://www.aphis.usda.gov/plant-pests-diseases/ifa,USDA APHIS Imported Fire Ant — state mentioned in program page,true,USDA_APHIS,LOW,Imported Fire Ant,2026-04-05T06:52:51.824Z
USA,NC,North Carolina,,,trees,Asian Longhorned Beetle,,,https://www.aphis.usda.gov/plant-pests-diseases/alb,USDA APHIS Asian Longhorned Beetle — state mentioned in program page,true,USDA_APHIS,LOW,Asian Longhorned Beetle,2026-04-05T06:52:51.824Z
USA,NC,North Carolina,,,citrus,Citrus Diseases,,,https://www.aphis.usda.gov/plant-pests-diseases/citrus-diseases,USDA APHIS Citrus Diseases — state mentioned in program page,true,USDA_APHIS,LOW,Citrus Diseases,2026-04-05T06:52:51.824Z
USA,NC,North Carolina,,,ALL,Fruit Flies,,,https://www.aphis.usda.gov/plant-pests-diseases/fruit-flies,USDA APHIS Fruit Flies — state mentioned in program page,true,USDA_APHIS,LOW,Fruit Flies,2026-04-05T06:52:51.824Z
USA,NC,North Carolina,,,plants,Imported Fire Ant,,,https://www.aphis.usda.gov/plant-pests-diseases/ifa,USDA APHIS Imported Fire Ant — state mentioned in program page,true,USDA_APHIS,LOW,Imported Fire Ant,2026-04-05T06:52:51.824Z
USA,NC,North Carolina,,,trees,Spongy Moth,,,https://www.aphis.usda.gov/plant-pests-diseases/spongy-moth,USDA APHIS Spongy Moth — state mentioned in program page,true,USDA_APHIS,LOW,Spongy Moth,2026-04-05T06:52:51.824Z
USA,NC,North Carolina,,,grapes,Spotted Lanternfly,,,https://www.aphis.usda.gov/plant-pests-diseases/slf,USDA APHIS Spotted Lanternfly — state mentioned in program page,true,USDA_APHIS,LOW,Spotted Lanternfly,2026-04-05T06:52:51.824Z
USA,ND,North Dakota,,,trees,Asian Longhorned Beetle,,,https://www.aphis.usda.gov/plant-pests-diseases/alb,USDA APHIS Asian Longhorned Beetle — state mentioned in program page,true,USDA_APHIS,LOW,Asian Longhorned Beetle,2026-04-05T06:52:51.824Z
USA,ND,North Dakota,,,citrus,Citrus Diseases,,,https://www.aphis.usda.gov/plant-pests-diseases/citrus-diseases,USDA APHIS Citrus Diseases — state mentioned in program page,true,USDA_APHIS,LOW,Citrus Diseases,2026-04-05T06:52:51.824Z
USA,ND,North Dakota,,,ALL,Fruit Flies,,,https://www.aphis.usda.gov/plant-pests-diseases/fruit-flies,USDA APHIS Fruit Flies — state mentioned in program page,true,USDA_APHIS,LOW,Fruit Flies,2026-04-05T06:52:51.824Z
USA,ND,North Dakota,,,plants,Imported Fire Ant,,,https://www.aphis.usda.gov/plant-pests-diseases/ifa,USDA APHIS Imported Fire Ant — state mentioned in program page,true,USDA_APHIS,LOW,Imported Fire Ant,2026-04-05T06:52:51.824Z
USA,NE,Nebraska,,,trees,Asian Longhorned Beetle,,,https://www.aphis.usda.gov/plant-pests-diseases/alb,USDA APHIS Asian Longhorned Beetle — state mentioned in program page,true,USDA_APHIS,LOW,Asian Longhorned Beetle,2026-04-05T06:52:51.824Z
USA,NE,Nebraska,,,citrus,Citrus Diseases,,,https://www.aphis.usda.gov/plant-pests-diseases/citrus-diseases,USDA APHIS Citrus Diseases — state mentioned in program page,true,USDA_APHIS,LOW,Citrus Diseases,2026-04-05T06:52:51.824Z
USA,NE,Nebraska,,,ALL,Fruit Flies,,,https://www.aphis.usda.gov/plant-pests-diseases/fruit-flies,USDA APHIS Fruit Flies — state mentioned in program page,true,USDA_APHIS,LOW,Fruit Flies,2026-04-05T06:52:51.824Z
USA,NE,Nebraska,,,plants,Imported Fire Ant,,,https://www.aphis.usda.gov/plant-pests-diseases/ifa,USDA APHIS Imported Fire Ant — state mentioned in program page,true,USDA_APHIS,LOW,Imported Fire Ant,2026-04-05T06:52:51.824Z
USA,NH,New Hampshire,,,trees,Asian Longhorned Beetle,,,https://www.aphis.usda.gov/plant-pests-diseases/alb,USDA APHIS Asian Longhorned Beetle — state mentioned in program page,true,USDA_APHIS,LOW,Asian Longhorned Beetle,2026-04-05T06:52:51.824Z
USA,NH,New Hampshire,,,citrus,Citrus Diseases,,,https://www.aphis.usda.gov/plant-pests-diseases/citrus-diseases,USDA APHIS Citrus Diseases — state mentioned in program page,true,USDA_APHIS,LOW,Citrus Diseases,2026-04-05T06:52:51.824Z
USA,NH,New Hampshire,,,ALL,Fruit Flies,,,https://www.aphis.usda.gov/plant-pests-diseases/fruit-flies,USDA APHIS Fruit Flies — state mentioned in program page,true,USDA_APHIS,LOW,Fruit Flies,2026-04-05T06:52:51.824Z
USA,NH,New Hampshire,,,plants,Imported Fire Ant,,,https://www.aphis.usda.gov/plant-pests-diseases/ifa,USDA APHIS Imported Fire Ant — state mentioned in program page,true,USDA_APHIS,LOW,Imported Fire Ant,2026-04-05T06:52:51.824Z
USA,NH,New Hampshire,,,trees,Spongy Moth,,,https://www.aphis.usda.gov/plant-pests-diseases/spongy-moth,USDA APHIS Spongy Moth — state mentioned in program page,true,USDA_APHIS,LOW,Spongy Moth,2026-04-05T06:52:51.824Z
USA,NJ,New Jersey,,,trees,Asian Longhorned Beetle,,,https://www.aphis.usda.gov/plant-pests-diseases/alb,USDA APHIS Asian Longhorned Beetle — state mentioned in program page,true,USDA_APHIS,LOW,Asian Longhorned Beetle,2026-04-05T06:52:51.824Z
USA,NJ,New Jersey,,,citrus,Citrus Diseases,,,https://www.aphis.usda.gov/plant-pests-diseases/citrus-diseases,USDA APHIS Citrus Diseases — state mentioned in program page,true,USDA_APHIS,LOW,Citrus Diseases,2026-04-05T06:52:51.824Z
USA,NJ,New Jersey,,,ALL,Fruit Flies,,,https://www.aphis.usda.gov/plant-pests-diseases/fruit-flies,USDA APHIS Fruit Flies — state mentioned in program page,true,USDA_APHIS,LOW,Fruit Flies,2026-04-05T06:52:51.824Z
USA,NJ,New Jersey,,,plants,Imported Fire Ant,,,https://www.aphis.usda.gov/plant-pests-diseases/ifa,USDA APHIS Imported Fire Ant — state mentioned in program page,true,USDA_APHIS,LOW,Imported Fire Ant,2026-04-05T06:52:51.824Z
USA,NJ,New Jersey,,,trees,Spongy Moth,,,https://www.aphis.usda.gov/plant-pests-diseases/spongy-moth,USDA APHIS Spongy Moth — state mentioned in program page,true,USDA_APHIS,LOW,Spongy Moth,2026-04-05T06:52:51.824Z
USA,NJ,New Jersey,,,grapes,Spotted Lanternfly,,,https://www.aphis.usda.gov/plant-pests-diseases/slf,USDA APHIS Spotted Lanternfly — state mentioned in program page,true,USDA_APHIS,LOW,Spotted Lanternfly,2026-04-05T06:52:51.824Z
USA,NM,New Mexico,,,trees,Asian Longhorned Beetle,,,https://www.aphis.usda.gov/plant-pests-diseases/alb,USDA APHIS Asian Longhorned Beetle — state mentioned in program page,true,USDA_APHIS,LOW,Asian Longhorned Beetle,2026-04-05T06:52:51.824Z
USA,NM,New Mexico,,,citrus,Citrus Diseases,,,https://www.aphis.usda.gov/plant-pests-diseases/citrus-diseases,USDA APHIS Citrus Diseases — state mentioned in program page,true,USDA_APHIS,LOW,Citrus Diseases,2026-04-05T06:52:51.824Z
USA,NM,New Mexico,,,ALL,Fruit Flies,,,https://www.aphis.usda.gov/plant-pests-diseases/fruit-flies,USDA APHIS Fruit Flies — state mentioned in program page,true,USDA_APHIS,LOW,Fruit Flies,2026-04-05T06:52:51.824Z
USA,NM,New Mexico,,,plants,Imported Fire Ant,,,https://www.aphis.usda.gov/plant-pests-diseases/ifa,USDA APHIS Imported Fire Ant — state mentioned in program page,true,USDA_APHIS,LOW,Imported Fire Ant,2026-04-05T06:52:51.824Z
USA,NV,Nevada,,,trees,Asian Longhorned Beetle,,,https://www.aphis.usda.gov/plant-pests-diseases/alb,USDA APHIS Asian Longhorned Beetle — state mentioned in program page,true,USDA_APHIS,LOW,Asian Longhorned Beetle,2026-04-05T06:52:51.824Z
USA,NV,Nevada,,,citrus,Citrus Diseases,,,https://www.aphis.usda.gov/plant-pests-diseases/citrus-diseases,USDA APHIS Citrus Diseases — state mentioned in program page,true,USDA_APHIS,LOW,Citrus Diseases,2026-04-05T06:52:51.824Z
USA,NV,Nevada,,,ALL,Fruit Flies,,,https://www.aphis.usda.gov/plant-pests-diseases/fruit-flies,USDA APHIS Fruit Flies — state mentioned in program page,true,USDA_APHIS,LOW,Fruit Flies,2026-04-05T06:52:51.824Z
USA,NV,Nevada,,,plants,Imported Fire Ant,,,https://www.aphis.usda.gov/plant-pests-diseases/ifa,USDA APHIS Imported Fire Ant — state mentioned in program page,true,USDA_APHIS,LOW,Imported Fire Ant,2026-04-05T06:52:51.824Z
USA,NY,New York,,,trees,Asian Longhorned Beetle,,,https://www.aphis.usda.gov/plant-pests-diseases/alb,USDA APHIS Asian Longhorned Beetle — state mentioned in program page,true,USDA_APHIS,LOW,Asian Longhorned Beetle,2026-04-05T06:52:51.824Z
USA,NY,New York,,,citrus,Citrus Diseases,,,https://www.aphis.usda.gov/plant-pests-diseases/citrus-diseases,USDA APHIS Citrus Diseases — state mentioned in program page,true,USDA_APHIS,LOW,Citrus Diseases,2026-04-05T06:52:51.824Z
USA,NY,New York,,,ALL,Fruit Flies,,,https://www.aphis.usda.gov/plant-pests-diseases/fruit-flies,USDA APHIS Fruit Flies — state mentioned in program page,true,USDA_APHIS,LOW,Fruit Flies,2026-04-05T06:52:51.824Z
USA,NY,New York,,,plants,Imported Fire Ant,,,https://www.aphis.usda.gov/plant-pests-diseases/ifa,USDA APHIS Imported Fire Ant — state mentioned in program page,true,USDA_APHIS,LOW,Imported Fire Ant,2026-04-05T06:52:51.824Z
USA,NY,New York,,,trees,Spongy Moth,,,https://www.aphis.usda.gov/plant-pests-diseases/spongy-moth,USDA APHIS Spongy Moth — state mentioned in program page,true,USDA_APHIS,LOW,Spongy Moth,2026-04-05T06:52:51.824Z
USA,NY,New York,,,grapes,Spotted Lanternfly,,,https://www.aphis.usda.gov/plant-pests-diseases/slf,USDA APHIS Spotted Lanternfly — state mentioned in program page,true,USDA_APHIS,LOW,Spotted Lanternfly,2026-04-05T06:52:51.824Z
USA,OH,Ohio,,,trees,Asian Longhorned Beetle,,,https://www.aphis.usda.gov/plant-pests-diseases/alb,USDA APHIS Asian Longhorned Beetle — state mentioned in program page,true,USDA_APHIS,LOW,Asian Longhorned Beetle,2026-04-05T06:52:51.824Z
USA,OH,Ohio,,,citrus,Citrus Diseases,,,https://www.aphis.usda.gov/plant-pests-diseases/citrus-diseases,USDA APHIS Citrus Diseases — state mentioned in program page,true,USDA_APHIS,LOW,Citrus Diseases,2026-04-05T06:52:51.824Z
USA,OH,Ohio,,,ALL,Fruit Flies,,,https://www.aphis.usda.gov/plant-pests-diseases/fruit-flies,USDA APHIS Fruit Flies — state mentioned in program page,true,USDA_APHIS,LOW,Fruit Flies,2026-04-05T06:52:51.824Z
USA,OH,Ohio,,,plants,Imported Fire Ant,,,https://www.aphis.usda.gov/plant-pests-diseases/ifa,USDA APHIS Imported Fire Ant — state mentioned in program page,true,USDA_APHIS,LOW,Imported Fire Ant,2026-04-05T06:52:51.824Z
USA,OH,Ohio,,,trees,Spongy Moth,,,https://www.aphis.usda.gov/plant-pests-diseases/spongy-moth,USDA APHIS Spongy Moth — state mentioned in program page,true,USDA_APHIS,LOW,Spongy Moth,2026-04-05T06:52:51.824Z
USA,OH,Ohio,,,grapes,Spotted Lanternfly,,,https://www.aphis.usda.gov/plant-pests-diseases/slf,USDA APHIS Spotted Lanternfly — state mentioned in program page,true,USDA_APHIS,LOW,Spotted Lanternfly,2026-04-05T06:52:51.824Z
USA,OK,Oklahoma,,,trees,Asian Longhorned Beetle,,,https://www.aphis.usda.gov/plant-pests-diseases/alb,USDA APHIS Asian Longhorned Beetle — state mentioned in program page,true,USDA_APHIS,LOW,Asian Longhorned Beetle,2026-04-05T06:52:51.824Z
USA,OK,Oklahoma,,,citrus,Citrus Diseases,,,https://www.aphis.usda.gov/plant-pests-diseases/citrus-diseases,USDA APHIS Citrus Diseases — state mentioned in program page,true,USDA_APHIS,LOW,Citrus Diseases,2026-04-05T06:52:51.824Z
USA,OK,Oklahoma,,,ALL,Fruit Flies,,,https://www.aphis.usda.gov/plant-pests-diseases/fruit-flies,USDA APHIS Fruit Flies — state mentioned in program page,true,USDA_APHIS,LOW,Fruit Flies,2026-04-05T06:52:51.824Z
USA,OK,Oklahoma,,,plants,Imported Fire Ant,,,https://www.aphis.usda.gov/plant-pests-diseases/ifa,USDA APHIS Imported Fire Ant — state mentioned in program page,true,USDA_APHIS,LOW,Imported Fire Ant,2026-04-05T06:52:51.824Z
USA,OR,Oregon,,,trees,Asian Longhorned Beetle,,,https://www.aphis.usda.gov/plant-pests-diseases/alb,USDA APHIS Asian Longhorned Beetle — state mentioned in program page,true,USDA_APHIS,LOW,Asian Longhorned Beetle,2026-04-05T06:52:51.824Z
USA,OR,Oregon,,,citrus,Citrus Diseases,,,https://www.aphis.usda.gov/plant-pests-diseases/citrus-diseases,USDA APHIS Citrus Diseases — state mentioned in program page,true,USDA_APHIS,LOW,Citrus Diseases,2026-04-05T06:52:51.824Z
USA,OR,Oregon,,,ALL,Fruit Flies,,,https://www.aphis.usda.gov/plant-pests-diseases/fruit-flies,USDA APHIS Fruit Flies — state mentioned in program page,true,USDA_APHIS,LOW,Fruit Flies,2026-04-05T06:52:51.824Z
USA,OR,Oregon,,,plants,Imported Fire Ant,,,https://www.aphis.usda.gov/plant-pests-diseases/ifa,USDA APHIS Imported Fire Ant — state mentioned in program page,true,USDA_APHIS,LOW,Imported Fire Ant,2026-04-05T06:52:51.824Z
USA,PA,Pennsylvania,,,trees,Asian Longhorned Beetle,,,https://www.aphis.usda.gov/plant-pests-diseases/alb,USDA APHIS Asian Longhorned Beetle — state mentioned in program page,true,USDA_APHIS,LOW,Asian Longhorned Beetle,2026-04-05T06:52:51.824Z
